business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,RestaurantsReservations,Open24Hours,RestaurantsGoodForGroups,BikeParking,Corkage,DogsAllowed,OutdoorSeating,HappyHour,HasTV,NoiseLevel,DietaryRestrictions,ByAppointmentOnly,Caters,GoodForMeal,BYOBCorkage,RestaurantsCounterService,RestaurantsTableService,WheelchairAccessible,RestaurantsTakeOut,BusinessAcceptsCreditCards,AcceptsInsurance,Ambience,RestaurantsPriceRange2,Alcohol,GoodForDancing,Smoking,BestNights,BusinessAcceptsBitcoin,GoodForKids,RestaurantsDelivery,RestaurantsAttire,DriveThru,BYOB,BusinessParking,CoatCheck,Music,WiFi,AgesAllowed
p1xvtfpcue1e7hI3SCeA9w,Walmart Supercenter,300 E Lake Mead Pkwy,Henderson,NV,89015,36.0388475,-114.9774738,2.5,75,1,"{'Caters': 'False', 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'False'}","Fashion, Drugstores, Mobile Phones, Discount Store, Food, Grocery, Shopping, Electronics, Health & Medical, Pharmacy, Department Stores","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,,,,True,,,,,,,,False,False,,,,,,False,True,,,1,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,
DoNotFHCBORJodPsW-7KAg,Hamada of Japan,3700 W Flamingo Rd,Las Vegas,NV,89103,36.118699,-115.186442,2.5,6,0,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'Caters': 'False'}","Buffets, Restaurants, Japanese",,,,,,,,,True,,True,,,,,,,u'quiet',,,False,,,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,u'full_bar',,,,,True,,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,u'no',
vT-KtknlpY0xKf9g3ks_ew,Island Time Floats,"7400 S Las Vegas Blvd, Kiosk C-146",Las Vegas,NV,89123,36.0532613952,-115.1707576641,2.5,5,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Ice Cream & Frozen Yogurt, Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,
t5QPwHMuPQn_kN809Ir6TQ,Le Cafe Du Lac,"40 Costa Di Lago, Ste 100",Henderson,NV,89011,36.1032238152,-114.9290301139,4.5,96,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False'}","Breakfast & Brunch, Cafes, Creperies, French, Restaurants","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-15:0,7:0-15:0,False,,True,True,,True,True,,False,'average',,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,,True,True,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",2,u'beer_and_wine',,,,False,True,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,'no',
-n1g9MdeG46v1-gzZ4ldvQ,Del Taco,1811 W Craig Rd,North Las Vegas,NV,89032,36.239068,-115.167814,2.0,42,1,"{'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Restaurants, Mexican, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,False,,True,True,,,True,,False,u'average',,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}",,,,,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",1,u'none',,,,,True,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,'no',
Q4VIIZKoUs6nepkTYYn88A,Josies Frozen Yogurt,2235 Village Walk Dr,Henderson,NV,89052,36.0213103,-115.0863042,3.5,17,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True'}","Ice Cream & Frozen Yogurt, Food","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0,,,,True,,,,,,,,,,,,,,,,True,,,1,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'free',
Q-HDnjHCywb65thAB-f0nw,Grand China,7250 S Durango Dr,Las Vegas,NV,89113,36.05657,-115.278503,3.0,18,0,"{'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False'}","Chinese, Restaurants",,,,,,,,,False,,True,,,,False,,False,u'quiet',,,False,,,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",1,u'beer_and_wine',,,,,True,True,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'no',
nGqCSg5ei7wYwaKFBN-8FA,Wok Vegas Asian BBQ,2000 S Las Vegas Blvd,Las Vegas,NV,89104,36.1473845,-115.1566778,2.5,27,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Barbeque",,,,,,,,,False,,True,False,,,False,,True,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",3,'full_bar',,,,,False,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,'no',
KVqWA98XZwGhJ3YbFNi0vw,Salted Malted Bakery & Creamery,"6584 N Decatur Blvd, Ste 120",North Las Vegas,NV,89084,36.2798653434,-115.2057504172,4.5,351,0,"{'BikeParking': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True'}","Donuts, Restaurants, Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea, Sandwiches, Poutineries, Cafes, Bakeries, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-21:0'}",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,9:0-22:0,9:0-21:0,True,,True,True,,False,True,,False,'average',,False,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,False,True,True,True,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",1,'none',,,,False,True,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'free',
M85y1RfSCyWZkWR-18YU1Q,Subway,"6870 Spring Mountain Rd, Ste 104",Las Vegas,NV,89146,36.1267969462,-115.2424781768,2.0,11,1,"{'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Fast Food, Restaurants, Sandwiches","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '9:0-22:0'}",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,9:0-22:0,False,,True,True,,,False,,False,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,True,True,,,1,,,,,,True,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,
zd4UKCoCc6P1305dummwyQ,Indian Curry Bowl,5643 Centennial Center Blvd,Las Vegas,NV,89149,36.2638103,-115.256869,3.0,44,0,"{'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'""}","Indian, Restaurants",,,,,,,,,True,,True,,,,False,,False,u'quiet',,,False,,,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,u'none',,,,,True,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'no',
II5EG0o7Y9jRZA84RBXetA,MR Wings,"3860 S Nellis, Ste 102",Las Vegas,NV,89121,36.1192577,-115.0643458,4.0,38,1,"{'HasTV': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True'}","Sandwiches, American (New), Wraps, Restaurants, Chicken Shop, Chicken Wings","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-19:0'}",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-19:0,False,,True,True,,,False,,True,'average',,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,False,,True,True,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,'none',,,,,True,True,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,'free',
qA4MWdUmaXYkrZ223cFfFA,Ruth's Chris Steak House,"3900 Paradise Rd, Ste 121",Las Vegas,NV,89109,36.1188384,-115.1544802,3.5,76,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'False'}","Restaurants, Steakhouses","{'Monday': '16:30-22:30', 'Tuesday': '16:30-22:30', 'Wednesday': '16:30-22:30', 'Thursday': '16:30-22:30', 'Friday': '16:30-22:30', 'Saturday': '16:30-22:30', 'Sunday': '16:30-22:30'}",16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,16:30-22:30,True,,True,,,,False,,False,u'average',,,False,,,,,,False,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",3,u'full_bar',,,,,False,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'no',
L9hxsakFxY315yPqCZL-zQ,Addiction Restaurant,"Rumor Hotel, 455 E Harmon Ave",Las Vegas,NV,89169,36.107456,-115.154103,3.0,62,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True'}","American (New), Tapas/Small Plates, Breakfast & Brunch, Restaurants, American (Traditional), Event Planning & Services, Venues & Event Spaces","{'Monday': '7:0-13:0', 'Tuesday': '7:0-13:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-13:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-13:0'}",7:0-13:0,7:0-13:0,7:0-13:0,7:0-13:0,7:0-21:0,7:0-21:0,7:0-13:0,True,,True,True,,,True,,False,u'average',,,True,,,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}",2,u'full_bar',,,,,False,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'free',
OSLEi9yMmaV0FBZKshJnUw,Subway,2430 Flamingo Rd,Las Vegas,NV,89121,36.1153239965,-115.1181739569,4.0,12,1,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False'}","Sandwiches, Restaurants, Fast Food","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vF7nFTv22qA-YnCP09pvHQ,Ron's Grilled Barbeque and Kabobs,"6085 S Fort Apache Rd, Ste 140",Las Vegas,NV,89148,36.0782601,-115.2985593,4.0,70,1,"{'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'none'""}","Restaurants, Mediterranean, Middle Eastern, Barbeque, Greek","{'Monday': '9:30-20:30', 'Tuesday': '9:30-20:30', 'Wednesday': '9:30-20:30', 'Thursday': '9:30-20:30', 'Friday': '9:30-20:30', 'Saturday': '9:30-20:30', 'Sunday': '9:30-19:30'}",9:30-20:30,9:30-20:30,9:30-20:30,9:30-20:30,9:30-20:30,9:30-20:30,9:30-19:30,False,,True,True,,False,True,,True,'average',,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}",,,True,True,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",1,u'none',,,,False,True,True,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'free',
zTNFyAXMEkgVP-o_HTC2xw,Camelot Steakhouse,"Excalibur Hotel And Casino, 3850 Las Vegas Blvd S",Las Vegas,NV,89109,36.0986438265,-115.1753811344,3.5,238,1,"{'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HappyHour': 'False', 'CoatCheck': 'False', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForDancing': 'False', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'Smoking': ""u'no'"", 'RestaurantsReservations': 'True'}","Bars, American (Traditional), Restaurants, Nightlife, Steakhouses","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,True,,True,False,,,False,False,False,u'average',,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",,,True,,False,True,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",3,u'full_bar',False,u'no',,,False,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,"{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",u'no',
EQD9Ii9UOFnd8lorP5IsEw,DQ Grill & Chill Restaurant,7715 S Rainbow Blvd,Las Vegas,NV,89113,36.048266,-115.243586,3.0,7,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Fast Food, Restaurants","{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:30'}",10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-23:0,10:30-23:0,10:30-22:30,False,,True,False,,,True,,True,'average',,,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,True,True,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,'none',,,,,True,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,'free',
